,data,target
1718,"Падение производственных заказов в Китае - плохой знак для глобальных перспектив

источник: bloomberg.com",1
1719,"Майкл Бьюрри*:

Есть еще один факт, который может предвещать будущие проблемы для экономики — домохозяйства продолжают тратить как ни в чем не бывало**

источник: thestreet.com
* прототип героя «Игры на понижение»
** в июне потребительские займы в США выросли на $40.2 млрд QoQ",0
1720,"🛢По данным «Ъ», после нескольких месяцев восстановления в первые недели августа добыча нефти в России упала на 3%. При этом крупные нефтяники должны увеличивать производство в рамках сделки ОПЕК+ и в большинстве своем сохраняют добычу на стабильном уровне. 

Основной вклад в падение внесли небольшие нефтяные компании, а также структуры «Газпрома». Малые нефтяники, отмечают эксперты, теряют место на рынке из-за вытеснения более крупными конкурентами.

#Ъузнал",0
1721,"Российский фондовый рынок выдержит двойной прессинг — Ведомости

Читать далее
👉 https://smartlab.news/i/61177",0
1722,"Граждане не спешат воспользоваться брокерскими счетами — Коммерсант

Читать далее
👉 https://smartlab.news/i/61176",0
1723,"Саудовский принц вложил в «Газпром» и ЛУКОЙЛ $500 млн перед спецоперацией — РБК

Читать далее
👉 https://smartlab.news/i/61175

#GAZP #LKOH",0
1724,"Банки увеличили выдачу крупных сумм — Коммерсант

Читать далее
👉 https://smartlab.news/i/61174",0
1725,"Производство нефти в России падает за счет «Газпрома» и небольших компаний — Коммерсант

Читать далее
👉 https://smartlab.news/i/61173",0
1726,"«Русал» удвоил затраты на покупку сырья — Коммерсант

Читать далее
👉 https://smartlab.news/i/61172

#RUAL",1
1727,"У РЖД может появиться чартерная программа — Коммерсант

Читать далее
👉 https://smartlab.news/i/61171",0
1728,"Группа «Дело» заинтересовалась покупкой пароходства на Сахалине — РБК

Читать далее
👉 https://smartlab.news/i/61170",1
1729,"Крупная промышленность хочет сдержать рост цен на энергорынке в Сибири — Ведомости

Читать далее
👉 https://smartlab.news/i/61169",0
1730,"Обзор прессы: РЖД, Русал, Газпром, Лукойл — 15/08/22

Читать далее
👉 https://smartlab.news/i/61168",0
1731,"Прогнозы и комментарии. В ожидании новых продавцов

Настроения улучшились, но для устойчивого роста этого пока недостаточно. Рынок ждёт, какой эффект на динамику акций окажет старт программы конвертации депозитарных расписок. 

https://bcs-express.ru/novosti-i-analitika/prognozy-i-kommentarii-v-ozhidanii-novykh-prodavtsov",1
1732,"Замедление темпов роста в Китае является одним из основных факторов, снижающих региональные доходы

источник: bloomberg.com",1
1733,"❗️Число погибших в результате взрыва на рынке «Сурмалу» в Ереване выросло до шести человек, раненых — до 61. Из-под завалов извлекли тело еще одного человека, сообщили в МЧС Армении. По информации ведомства, пропавшими без вести считаются 15 человек.

@kommersant",0
1734,"Представители IT-бизнеса попросили Минцифры в очередной раз доработать поправки к закону «О персональных данных», регулирующие оборот обезличенной информации. В новую версию проекта может вернутся положение о необходимости заручиться согласием гражданина сразу для нескольких целей обработки его данных. Это избавит компании от большого объема бумажной работы, считают юристы. 

Кроме того, бизнес выступает против передачи государству данных для развития проектов в области искусственного интеллекта российскими разработчиками. Министерство допускает возможность внесения изменений в регулирование.

#Ъузнал",0
1735,"🌖Главные новости к утру 15 августа

🔸Число погибших при взрыве в Ереване выросло до пяти, пропавшими числятся 17 человек. Следственный комитет Армении возбудил два уголовных дела.

🔸Умер художник Дмитрий Врубель. Одна из самых известных его работ — граффити на Берлинской стене, на котором генеральный секретарь ЦК КПСС Леонид Брежнев целует председателя государственного совета ГДР Эриха Хонеккера.

🔸Минцифры планирует учредить совет, который займется чисткой реестра IT-компаний, аккредитованных для получения налоговых и других льгот, узнал «Ъ». Потери бюджета из-за пребывания в реестре непрофильных компаний, по данным источников «Ъ», только за последние полгода составили около 9 млрд руб.

🔸В США опасаются вербовки афганских военных Россией и Китаем, узнал Reuters. В докладе республиканцев из Палаты представителей отмечается, что бывшие афганские правоохранители хорошо осведомлены об операциях США.

🔸Пять человек погибли в ДТП с легковым автомобилем и машиной скорой помощи в Нижнем Тагиле.

🔸В Минсельхозе готовят дополнительные меры поддержки рынка говядины, выяснил «Ъ». Регулятор может начать выделять субсидии на откорм на убой бычков молочных пород.

🔸Владимир Путин и Ким Чен Ын обменялись поздравительными телеграммами по случаю Дня освобождения Кореи. Российский президент выразил уверенность, что страны будут развивать двусторонние отношения. Лидер КНДР пожелал Москве успехов «в ответственной работе по защите суверенитета и интересов страны и народа».

🔸В Госдуме поменяли порядок работы с массовыми обращениями граждан, узнал «Ъ». В частности, вводится понятие «массовые обращения» по одному и тому же вопросу: они теперь будут регистрироваться под одним номером и получать один ответ.

🔸Российско-украинская команда Team Spirit выиграла турнир категории Major по Dota 2. Соревнования проходили в Арлингтоне (штат Техас, США), призовой фонд составил $500 тыс.

@kommersant",0
1736,"Правительство продолжает дорабатывать поправки к закону об отходах. В частности, Минпромторг обсуждает с участниками механизма расширенной ответственности производителей законодательное включение в него ФГУП «Федеральный экологический оператор». 

Ему принадлежит монополия на переработку токсичных отходов первого и второго класса, но пока со своими обязанностями структура справляется плохо.

@kommersant",0
1737,"Риск стагфляции в мировой экономике возрастает – статбюро Китая

Китайская экономика продолжает восстановление, при этом риск стагфляции в мировой экономике возрастает, поэтому основа для такого восстановления все еще недостаточно прочна, заявил на пресс-конференции в понедельник, посвященной экономическим показателям за июль, официальный представитель государственного статистического управления Китая Фу Линхуэй.

""В целом в июле политика эффективной и всесторонней координации профилактики и борьбы с эпидемией (ковида - ред.) и социально-экономического развития была действенной, а экономика страны продолжила восстановление. Однако также следует обратить внимание на то, что риск стагфляции в мировой экономике возрастает, и основа для восстановления национальной экономики все еще не прочна"", - указал он. Стагфляцией (стагнация плюс инфляция) называют ситуацию, когда экономический спад сопровождается высокой инфляцией.",0
1738,"Промпроизводство в КНР в за январь-июль 2022 г выросло на 3,5% - статбюро

Объем производства крупных промышленных предприятий в Китае по итогам первых семи месяцев 2022 года вырос на 3,5% по сравнению с аналогичным периодом прошлого года, свидетельствуют обнародованные в понедельник данные государственного статистического бюро КНР.

Отдельно в июле 2022 года показатель вырос на 3,8% в годовом выражении и на 0,38% по сравнению с предыдущим месяцем.",1
1739,"🛢🌎#энергетика #esg #мир 
Мир переходит на более грязное топливо (уголь, дизель) из-за высоких цен на газ - BBG 

#газ #нефть #уголь #дизель",0
1740,"США ужесточат контроль за экспортом полупроводников и газовых турбин

источник: tass.ru",0
1741,"Фонд Сороса во II кв. 2022 г. нарастил вложения в бигтехи: Amazon, Google и Salesforce и сделал ставку против Twitter

источник: bloomberg.com",0
1742,"Боррель:

Есть сомнения по поводу предоставления Тбилиси статуса кандидата в члены ЕС из-за осторожной позиции по украинскому кризису 

источник: kommersant.ru",0
1743,"CEO Capstone:

Инвесторы не должны ослаблять бдительность, поскольку проблемы с корпоративными долгами, вероятно, спровоцируют новый спад в конце года

источник: ft.com",1
1744,"Мир переходит на менее экологичное топливо* из-за высоких цен на газ и проблем с поставками

источник: bloomberg.com
* уголь, дизель",0
1745,"Азиатские аналитики прогнозируют самое большое падение прибыли с начала пандемии Covid-19

источник: bloomberg.com",0
1746,"Календарь отчётностей США  (кап. > $50 млрд):

Пн (15.08):         
Li Auto*

Вт (16.08):     
Walmart
Home Depot

Ср(17.08):     
Cisco 
Lowe's  
Analog Devices  
Target
Bath & Body*

Чт (18.08):         
Applied Materials
NetEase

Пт (19.08):
Deere & Company

* кап. < $50 млрд",0
1747,"Экон. календарь*:

Пн (15.08):
02:50 - Japan, GDP

Вт (16.08):
-

Ср (17.08):
09:00 - UK, CPI
15:30 - US, retail sales
21:00 - FOMC minutes

Чт (18.08):
12:00 - EU, CPI

Пт (19.08):
09:00 - UK, retail sales

* моск. время, рейтинг важности 3 из 3",0
1748,"YouTube планирует запустить маркетплейс с подписками на разные стриминговые сервисы

источник: wsj.com",0
1749,"Украина:

Нет мотивации возобновлять переговоры с Москвой, поскольку это будет означать победу России

источник: tass.ru",0
1750,"🇷🇺#UWGN 
«Уралвагонзавод» начал серийное производство самоходного миномета «Флокс» и самоходного артиллерийского орудия (САО) «Магнолия»",1
1751,"🇷🇺#FESH 
Fesco в 1п 2022г увеличила объемы экспорта с Дальнего Востока в страны Азиатско-Тихоокеанского региона на 21%. В целом объемы внешнеторговых операций через порты макрорегиона выросли на 19% в сравнении с аналогичным периодом прошлого года, с 110 до 131 тыс. TEU - компания - ТАСС

#россия #азия #торговля",0
1752,"🇯🇵#ввп #япония #отчетность 
Япония - ВВП (2кв) 
кв/кв = +0.5% (пред -0.1%)
г/г = +2.2% (пред -0.5%)

Правительство Японии сообщило о выходе объема ВВП на допандемийный уровень",0
1753,"✴️#BTC #крипто #рынки 
BTC флиртует с уровнем $25 000",0
1754,"✴️#крипто #фонды #пенсии 
пенсионные фонды США продолжают ставить на крипту, несмотря на криптогедон - WSJ",0
1755,"🇷🇺#авиа #россия 
Российские авиакомпании попросили узаконить процедуру снятия исправных запчастей с самолетов для перестановки их на другие машины - Известия",0
1756,"⚠️🇨🇳#китай #экономика #отчетность 
Китай - промпроизводство (июль) 
г/г = +3.8% (пред +3.9%)

Китай - розничные продажи (июль) 
г/г = +2.7% (пред +3.1%)",0
1757,🌎#fx,0
1758,🌎#рынки,1
1759,"🗓КАЛЕНДАРЬ НА СЕГОДНЯ - 2022.08.15

📌ТОРГИ
🇷🇺ЦБ РФ начнет автоматическую конвертацию депозитарных расписок, которые учитываются в российских депозитариях - подробнее 
🇷🇺Мосбиржа предоставляет доступ клиентам-нерезидентам к рынку облигаций - подробнее 
🇷🇺сд Мосбиржи рассмотрит вопросы внесения изменений в правила проведения торгов на фондовом рынке, рынке депозитов и рынке кредитов

📌ЭКОНОМИКА
🇯🇵Япония -ВВП (2кв -предв) -02:50мск
🇨🇳КНР -промпроизводство (июль) -05:00мск
🇨🇭Швейцария -проминфляция PPI (июль) -09:30мск
🇺🇸США -NY Empire State Manufacturing Index (авг) -15:30мск
🇺🇸США -финпотоки нерезов (TIC Net Long-Term Transactions) (июнь) - 23:00мск

📌КОМПАНИИ
🇷🇺#TATN -Татнефть - сд решит по дивидендам 1п 2022г
🇷🇺#TATN  Татнефть инициирует автоматическую конвертацию ADR в обыкновенные акции
попсовые отчетности:
🇷🇺#POSI Positive Technologies  - МСФО 1п 2022г
🇨🇳#NIU Niu Technologies -10:00мск
🇨🇳#LI Li Auto - 12:00мск
✴️#BITF Bitfarms - 14:00мск
🇨🇳#TME Tencent Music- 23:05мск

📌ДРУГОЕ
🇷🇺НКЦ вновь снижает долю доллара в качестве валюты обеспечения в сделках с частичным обеспечением - до 25% с 50%",1
1760,"❗️🛢#нефть #рынки #мнение #селебрити 
Dennis Gartman считает, что нефть вот-вот насчупает дно.... 

*все, кто знаком с ""провидинием"" Денниса понимает, что рынок нефти теперь  с 99% вероятностью обречен - вне зависимости от фундаментальных и сезонных факторов!",0
1761,"⚠️🇺🇸#акции #сша #SPX #рынки #warning #макро 
RIA: SP500 и долгосрочный бычий тренд. Если что - до линии долгосрочной поддержки еще есть куда падать 
————————
BofA: рано говорить о развороте. Падение по SP500 может продолжится - подробнее 

BBG: нынешний отскок в акциях США пока вполне вписывается в шаблон ""медвежьего ралли - подробнее 

Morgan и Goldman продолжают сомневаться в текущем отскоке в акциях т.к. прогнозируют ухудшение отчетностей и состояния экономики. Morgan считает, что бОльшая часть отскока вверх уже позади",0
1762,"❗️✴️#MATIC #крипто #наблюдение 
IntoTheBlock: он-чейн данные по Polygon (MATIC):

- важный уровень поддержки у уровня $0.93, где 31 200 адресов купили 2.05лмрд MATIC 

- важный уровень сопротивления у уровня $1.44, где 52 200 адресов купили 4.01лмрд MATIC",0
1763,"❗️✴️#BTC #крипто #рынки #наблюдение 
Glassnode: более 530 000 BTC (3,18% предложения) поменяло руки в районе уровня $22 400. На данный момен, эта область является крупнейшей ближайшей зоной по объему в плане он-чейн безубытка крупной группы игроков",0
1764,"🇺🇸🇨🇳#TSLA #китай 
Tesla China уже произвела 1 млн авто - Маск 

*на Китай приходится 30% совокупных продаж Tesla 
———————————
#мир всего Tesla произвела более 3 млн авто",0
1765,"🇺🇸#акции #сша #рынки #SPX
SP500 уже восстановил/отскочил на 50% от всего падения с января 2022г",0
1766,"🛢🇺🇸#нефтянка #сша #акции 
Crescat: акции США из энергетического сектора продолжают вести себя сильнее нефти 
—————————-
Buffett продолжает любить акции  Occidental Petroleum",0
1767,"⚠️🛢🇩🇪#газ #германия #европа #кризис 
Германия должна сократить потребление газа на 20%, чтобы избежать зимнего нормирования -  регулятор. 

Предприятия и домохозяйства готовятся к крупнейшему энергетическому кризису в Европе за последнее поколение - FT

Germany must cut its gas use by a fifth to avoid a crippling shortage this winter, its top network regulator said, as businesses and households brace themselves for Europe’s biggest energy crisis in a generation.",0
1768,"✴️#крипто #рынки #институционалы 
институционалы продолжают ставить на крипту несмотря на криптогедон. Только в этом месяце Abrdn, BlackRock и Charles Schwab запустили различные крипто-продукты для своих клиентов - FT

Asset managers bet big on crypto despite market rout",0
1769,"⚠️🇨🇳#девелоперы #китай #недвижимость
BBG: акции китайских девелоперов продолжают лететь в ад",0
1770,"⚠️🌎#qt #G7 #макро 
совокупный баланс ЦБ стран G7 (в млрд USD) - процесс сокращения баланса идет полным ходом 

#рынки #warning",0
1771,"✴️#CEL #крипто 
токен банкрота Celsius (CEL) = +4000% за 2 месяца

Cointelegraph: предполагаемые причины роста:

- разговоры о покупке компании #mna

- реддиты были замечены в токене #wsb 

- у биржи FTX #FTT на балансе 5.1млн токенов CEL (около 90% всего циркулирующего предложения токена на биржах), а шортов на биржах - 2.6 млн токенов ❗️",0
1772,"Средняя ставка по ипотеке в РФ к концу года может составить 6-7% - эксперт

Средневзвешенная ставка по ипотеке а России может составить 6-7% к концу года, поделился мнением с РИА Новости гендиректор Аналитического кредитного рейтингового агентства (АКРА) Михаил Сухов.

""Средневзвешенная ставка по ипотеке ожидается 6-7% к концу года"", - заявил Сухов. По данным ЦБ РФ, средневзвешенная ставка по ипотечным кредитам, выданным в течение месяца, составила 6,36% на 1 июля.",0
1773,"Поставщики электроники сообщили о том, что из-за отказа ряда производителей премиальных наушников (Sennheiser, Marshall, Sony) поставлять свою продукцию в Россию запас такой техники у российских ритейлеров остался примерно до конца квартала.

Представители крупнейших маркетплейсов рассказали «Ъ», что у них достаточно товара благодаря параллельному импорту. Но продукция, ввезенная по этой схеме, нередко оказывается поддельной, предупреждают эксперты.

#Ъузнал",0
1774,"В Минсельхозе готовят дополнительные меры поддержки рынка говядины — единственного из основных видов мяса, производство которого сократилось в первой половине года, выяснил «Ъ». Для решения проблемы регулятор может начать выделять субсидии на откорм на убой бычков молочных пород. 

Участники мясного рынка выступают за поддержку только для мясного скотоводства и отмену квоты на беспошлинный импорт говядины.

#Ъузнал",0
1775,"Доля кредитов на крупные суммы, резко снизившаяся в марте на фоне кризиса в финансовой системе РФ, восстановилась. Как правило, на такие лимиты могут претендовать клиенты хорошего качества. Одна из причин увеличения их количества — возобновление интереса на фоне снижения ставок, говорят эксперты. 

Тренд, по их оценкам, может сохраниться до конца года, а в четвертом квартале стоит ожидать нового рекорда по средней сумме потребительского кредита.

@kommersant",0
1776,"В субботу закончился четырехдневный форум молодых политологов «Дигория». Его закрытие сопровождалось вручением одноименной премии нескольким участникам за представленные ими проекты. Участники и эксперты «Дигории» подписывали соглашения о неразглашении. 

Из данных ими общих комментариев понятно, что в центре внимания форума находились уровень информационно-психологической работы в России. Организаторами «Дигории», местом проведения которой на этот раз стал подмосковный отель «Ареал», являются Экспертный институт социальных исследований и Росмолодежь.

@kommersant",0
1777,"В Госдуме утвердили новый порядок рассмотрения обращений граждан. В частности, вводится понятие «массовые обращения» по одному и тому же вопросу: они теперь будут регистрироваться под одним номером и получать один ответ. «Ъ» ознакомился с изменениями, которые назрели после многочисленных писем депутатам против законопроекта о QR-кодах в прошлом году.

#Ъузнал",0
1778,"«Ъ» узнал, что Минцифры планирует учредить совет, который займется чисткой реестра IT-компаний, аккредитованных для получения налоговых и других льгот. Проверкой реестра, в котором сейчас более 27 тыс. организаций, займутся главы профильных ассоциаций. 

Потери бюджета из-за пребывания в реестре непрофильных компаний, по данным источников «Ъ», только за последние полгода составили около 9 млрд руб.

#Ъузнал",0
1779,"Три человека обратились за медицинской помощью с признаками отравления из-за утечки неизвестного вещества в многоквартирном доме на юго-востоке Москвы. Две женщины госпитализированы, сообщил департамент здравоохранения. Их состояние оценивается как средней тяжести, угрозы жизни нет.

«На место происшествия по адресу проспект 40-летия Октября, дом 11 оперативно прибыли экстренные медицинские службы. Жители дома эвакуированы, трое жильцов, все члены одной семьи, обратились за медицинской помощью»,— сообщила пресс-служба департамента журналистам.

@kommersant",0
1780,"ОАО РЖД может обзавестись чартерной программой. Железнодорожники готовы обсуждать подобный проект при обеспечении «сбалансированности графика движения поездов». Они отмечают сложности таких перевозок в пиковый сезон, потенциальной стыковкой с автобусными маршрутами и соответствием условий турпакетов, которые сложились у РЖД.

Поручение изучить возможности распространения внутренней чартерной авиапрограммы на путешествия железнодорожным транспортом дал премьер-министр Михаил Мишустин.

@kommersant",0
1781,"❗️Следственный комитет Армении возбудил два уголовных дела в связи со взрывом в торговом центре «Сурмалу» в Ереване.

По предварительной информации, в результате происшествия три человека погибли, более 60 ранено, более 25 считаются пропавшими без вести.

@kommersant",0
1782,"Власти Евросоюза совместно с представителями 42 стран призвали Россию вывести войска с территории Запорожской атомной электростанции. Об этом говорится в их совместном заявлении.

«Размещение российского военного персонала и вооружений на ядерном объекте неприемлемо и нарушает принципы безопасности, защиты и гарантий, которые обязались соблюдать все члены МАГАТЭ»,— отмечается в документе.

Украинская и российская стороны обвиняют друг друга в обстрелах Запорожской АЭС. Она перешла под контроль российской армии в марте.

Фото: Викимедиа

@kommersant",0
1783,"🌒Главные новости к вечеру 14 августа

◾️ В Ереване на оптовом рынке «Сурмалу» произошел крупный пожар. По предварительной версии, взорвался склад пиротехники. Погибло минимум три человека. Пострадало не менее 60. 20 человек числятся пропавшими без вести.

◾️В коптской церкви Або Сефейн в египетской провинции Эль-Гиза вспыхнул пожар, в результате которого 41 человек погиб, еще 45 пострадали.

◾️Польский МИД разрабатывает концепцию, позволяющую не выдавать визы россиянам. Польша на протяжении уже нескольких месяцев не выдает россиянам туристические визы.

◾️Минюст Латвии разрабатывает закон, который ограничит использование русского языка на рабочих местах, а также в общественных.

◾️Делегация конгрессменов США под руководством сенатора-демократа Эда Марки приземлилась на Тайване. Помимо него в состав делегации входят четыре человека. Визит продлится до 15 августа.

◾️ Делегация Минпромторга Афганистана, состоящая из представителей движения «Талибан» (признано террористическим и запрещено в России) прибыла в Москву. По словам посла РФ в Кабуле Дмитрия Жирнова, планируется обсудить поставки нефти, зерна и подсолнечного масла.

◾️В Иерусалиме в результате обстрела автобуса у Стены плача ранены восемь человек. Власти квалифицируют произошедшее как теракт. Подозреваемый в нападении задержан.

@kommersant",0
1784,"Сербский президент Александр Вучич объявил, что «Сербии не нужны чьи-либо военные базы». Тем самым он внес ясность в будораживший многих в его стране и за ее пределами вопрос, не собирается ли Россия создавать на сербской территории свою военную базу. О наличии таких планов заговорили в Сербии после заявления посла РФ в Белграде, которое тот сделал в начале недели.

Слова же сербского президента были расценены как намерение продолжить балансировать между Россией и Западом. Между тем сербы воспринимают как предупреждение со стороны Москвы недавнее заявление белорусского президента Александра Лукашенко о том, что «у Сербии больше не получится сидеть на трех стульях».

С подробностями — корреспондент «Ъ» на Балканах Геннадий Сысоев.

@kommersant",0
1785,"Принимаю тикеры акций на разбор - в среду проведем большой вебинар в моей группе вк. И потом до 5 сентября я погружусь в работу над курсом по техническому анализу, поэтому если вам надо что-то разобрать - пишите сейчас.",0
1786,"✴️#крипто #фонды #институционалы
фонд Point72 Сива Коэна планирует запустить крипто-фонд, который будет заниматься торговлей криптой и крипто-деривативами 

трейдинг селебрити Steve Cohen начал инвестировать в крипту в 2018г и в июне 2021г объявил, что с головой уходит в крипту, так как боится упустить новую волну развития новой индустрии",0
1787,"🇷🇺#дроны #россия #ecommerce 
Беспилотные летательные аппараты могут начать применяться для доставки грузов за городом после 2024 года, рассказал РИА Новости директор центра развития системы технологических конкурсов Фонда поддержки проектов НТИ Юрий Молодых",0
1788,"🇷🇺🇺🇸#META #россия 
Instagram (принадлежит Meta, которая признана экстремистской и запрещена в РФ) может быть разблокирована в России, если принесет официальные извинения российским гражданам и изменит свою политику - Антон Горелкин",0
1789,"⚠️🇷🇺🇺🇸#россия #сша #геополитика #санкции 
Признание России страной—спонсором терроризма в США приведет к разрыву отношений с Вашингтоном - Захарова",0
1790,"🇪🇺🇬🇪#европа #грузия #геополитика 
Боррель поставил под сомнение предоставление Тбилиси статуса кандидата в члены ЕС из-за осторожной позиции по украинскому кризису и отказа ввести санкции против России",0
1791,"🇪🇺🇷🇺#европа #россия #торговля 
Экспорт товаров из Евросоюза в Россию за месяц вырос на 18% - до €4,45 млрд",0
1792,"Компания Kingdom Holding Co, принадлежащая принцу Саудовской Аравии Аль-Валид ибн Талалу, инвестировала больше $500 млн в бумаги российских компаний. За два дня до начала военной операции России на Украине фирма купила расписки «Газпрома», «Лукойла» и «Роснефти».

После начала военной операции России на Украине и последовавших за ней санкций со стороны западных стран стоимость российских активов упала. Размер долей, которые приобрела Kingdom Holding, неизвестен.

@kommersant",1
1793,"❗️✴️#EWT #крипто #наблюдение 
токен Energy Web (EWT)  = +50% после того, как он был упомянут в пресс-релизе BlackRock",0
1794,"❗️✴️#ETH #крипто #рынки #sentiment 
Santiment: судя по обсуждениям, ETH - лидер среди альткоинов по популярности у толпы в преддверии сетябрьского обновления 
———————
Citi: сентябрьское обновление ETH это сейчас самое ожидаемое событие на крипторынках и в криптоиндустрии. Событие может оказать положительный эффект на курс ETH",0
1795,"🇺🇸#GOOGL 
YouTube планирует запустить маркетплейс с подписками на разные стриминговые сервисы",0
1796,"🇷🇺#дкп #россия 
ЦБ РФ допускает повышение ключевой ставки в 2023 году, если возникнут риски достижения цели в 4% по инфляции -  Заботкин",0
1797,"⚠️🌎🇺🇸#сша #техи #ограничения 
США намерены ужесточить меры экспортного контроля в отношении технологий производства ряда полупроводников и газовых турбин - Минторг США",0
1798,"🛢🇪🇺#европа #нефть #газ 
Венесуэла прекратила поставлять Европе нефть в обмен на списание долга - RTRS #венесуэла 

Сенегал намерен начать поставлять газ в Европу в 2024г - Прайм #сенегал",1
1799,"Андрей Себрант: «Мне всегда нравились цифровые игрушки». Директор по стратегическому маркетингу «Яндекса» рассказал «Ведомости. Городу» о том, как тяга к путешествиям спасла его от депрессии во время учебы в МФТИ, и о том, как сегодня хобби помогают ему бороться с выгоранием на работе и служат источником вдохновения.

«В молодости я научился переключаться, поэтому мозги по-прежнему варят, и я сохраняю высокую работоспособность до текущего возраста», – рассказал Себрант. 

📷: Личный архив

@vedomosti",0
1800,"Кризис: как удержаться на гребне волны?

Что такое классическая стратегия управления портфелем в кризис? Прежде всего, это спокойная оценка ситуации, расстановка приоритетов, анализ эмитентов, четкие, продуманные действия.

В сервисе по подписке в марте 2022 г. мы запустили в работу «Антикризисный» портфель, ориентированный на российские ценные бумаги – акции и облигации. С тех пор индекс Мосбиржи снизился примерно на 17%. 

При этом доходность портфеля в годовых с момента запуска составляет к настоящему моменту около 1%. Да, это не 100 или 200 годовых. Но! Давайте откровенно – портфель обгоняет бенчмарк на 18 п.п. Делаем поправку – стратегия данного портфеля не является агрессивной. Скорее, это сбалансированная, оптимальная стратегия. Как удалось достичь такого результата? 

Рассмотрим основные этапы реализации стратегии.

1️⃣ Изначально были открыты позиции в суверенных и надежных корпоративных облигациях, а также в наиболее ликвидных акциях российского фондового рынка. Примерно 50/50. 

2️⃣ Бонды дали отличный результат: на снижении ставки ЦБ позиции по ОФЗ были закрыты с абсолютной доходностью от 20% до 55%. (Не годовой. В годовом исчислении по ряду бумаг доходность двузначная). 

3️⃣ «Освобожденный» кэш был реаллоцирован в волатильные российские equities – Ozon, HeadHunter, «Белуга», «Самолет», Softline, «РусАква» и другие. Одновременно с этим стоимость голубых фишек снижалась. 

4️⃣ Данные бумаги (речь идет о все тех же BELU, AQUA, OZON) и другие стали показывать неплохой performance в последнее время, что позволило портфелю существенно обгонять бенчмарк (здесь – индекс Мосбиржи).

Ну а что далее. Нерезидентов из акций пока еще не выпускают. Второй эшелон бурлит. Думаем, что на неделе целый ряд бумаг отлично отработают.  

В сервисе по подписке мы учим правильно инвестировать, выбирать момент для того, чтобы делать акцент на тех или иных инструментах в портфеле. Впереди на рынке масса интересного, куча возможностей и вызовов. И главное – это очень спокойный анализ. Не суетливая позиция.  

А итог – достаточно неплохие результаты. Скажем больше. Мы полагаем, что вторая половина этого года будет более чем бурной. И текущая «благодать» на мировых фондовых площадках не должна никого настраивать на слишком сильный оптимизм. Еще потрясет. 

Мы готовимся к трудным временам. Как? Подписывайтесь и будьте с нами. В реальном режиме даем свои мысли и приоткрываем тайну конкретных операций.  

Скажем так – если рынки действительно покажут отрицательную динамику – у нас есть конкретные ответы на данный вызов. Мы помогаем подписчикам не только получить интересную информацию, но и  распорядиться ей правильно.

P. S. По текущему раскладу – до того, как большинству российских банков будут закрыты корсчета в долларах, а возможно и евро, осталось очень и очень недолго. 

Что в такой ситуации делать? Какие риски и возможности имеются? И на эти вопросы мы постараемся дать максимально оперативные ответы в сервисе по подписке. И в рамках летнего лагеря и в иных форматах.

#акции #облигации

@bitkogan",0
